longitude,latitude,environment.2018_land_distance_inv,environment.2018_mean_depth_inv,environment.2018_net_primary_production,environment.2018_sea.bottom_dissolved_oxygen,fishing.activity.2018_total_fishing,species.richness.2018,stocks.richness.2018,thermohalinity_2018,cluster,distance_class_interpretation,hotspot
32.72,34.53,2.473778614,-0.23904462,-0.405594568,-0.585011123,-0.202273311,-0.426648853,-0.793241145,-1.39349448,9,medium risk,0
33.22,34.53,1.888884255,-0.123586844,-0.410336404,-0.507044073,0.201230524,-0.190658422,-0.56950425,-0.187452814,10,low risk,0
33.72,34.53,0.635539194,-0.296367725,-0.409908177,-0.461689506,0.004262054,-0.220157226,-0.435262113,0.354023436,10,low risk,0
34.22,34.53,-0.424983567,-0.355578773,-0.419064236,-0.515661256,-0.285663525,-0.656739524,-0.748493766,1.10084482,14,medium risk,0
34.72,34.53,-0.497782171,-0.359914027,-0.421454234,-0.586117227,-0.362794647,-0.739336175,-0.614251629,1.205861832,14,medium risk,0
35.22,34.53,-0.398470496,-0.371459156,-0.374683904,-0.663077724,-0.372000434,-0.462047418,-0.345767356,1.251104977,13,medium risk,0
35.72,34.53,0.572871917,-0.310636899,-0.138210447,-0.731860105,-0.372381021,0.995193496,0.996654013,-0.102880722,2,high risk,1
10.22,34.03,0.959934366,2.687412882,0.222308538,1.857872118,-0.372381021,0.57041072,0.593927603,-2.841734232,5,high risk,1
10.72,34.03,-0.32354225,2.963421232,0.036068817,2.053033567,-0.372381021,0.411117178,0.414938087,-2.661923931,5,high risk,1
11.22,34.03,-0.444663381,2.687412882,-0.214075573,2.593375495,-0.372381021,-0.521045026,-0.301019977,-2.31625282,6,medium risk,0
11.72,34.03,-0.497782171,1.970557924,-0.348976113,2.756835478,-0.372381021,-0.69803785,-0.435262113,-1.695810822,6,medium risk,0
12.22,34.03,-0.550125242,1.043158258,-0.413276756,2.580107977,-0.372381021,-0.662639285,-0.211525219,-1.068641873,6,medium risk,0
12.72,34.03,-0.568729132,0.47065324,-0.445368325,1.680755716,-0.343367635,-0.751135697,-0.390514734,-0.542529494,13,medium risk,0
13.22,34.03,-0.591557824,0.209540562,-0.443343234,0.588487266,-0.335714478,-0.816033065,-0.480009492,-0.242249585,14,medium risk,0
13.72,34.03,-0.597651582,-0.04700955,-0.435193932,0.219337175,-0.359766077,-0.845531869,-0.658999008,0.44106944,14,medium risk,0
14.22,34.03,-0.597651582,-0.089955612,-0.442486655,0.259522941,-0.372381021,-0.869130912,-0.703746387,0.268380296,14,medium risk,0
14.72,34.03,-0.601217489,-0.040198628,-0.446778785,0.293040158,-0.372381021,-0.875030673,-0.658999008,0.219244315,14,medium risk,0
15.22,34.03,-0.610331808,-0.102261728,-0.436306564,0.253260375,-0.372381021,-0.92812852,-0.882735903,0.265446621,15,low risk,0
15.72,34.03,-0.620461281,-0.235469427,-0.422149453,0.047510633,-0.372381021,-0.969426846,-1.01697804,0.293416272,16,low risk,0
16.22,34.03,-0.632635538,-0.350189133,-0.407343336,-0.284506797,-0.372381021,-0.987126128,-1.061725419,0.593178101,16,low risk,0
16.72,34.03,-0.644327189,-0.376595212,-0.414889803,-0.409984319,-0.372381021,-0.975326607,-1.061725419,0.637534991,16,low risk,0
17.22,34.03,-0.654871287,-0.39369005,-0.438532879,-0.387219464,-0.372381021,-0.993025889,-1.01697804,0.666140225,16,low risk,0
17.72,34.03,-0.656456945,-0.401764268,-0.446444175,-0.330391251,-0.372381021,-1.004825411,-1.01697804,0.661785754,16,low risk,0
18.22,34.03,-0.646310043,-0.403140179,-0.444185779,-0.298083995,-0.372381021,-0.987126128,-1.01697804,0.60169157,16,low risk,0
18.72,34.03,-0.63470493,-0.406377991,-0.437411363,-0.28652975,-0.372381021,-0.92812852,-1.061725419,0.589950426,16,low risk,0
19.22,34.03,-0.62250592,-0.410572158,-0.413793603,-0.294881707,-0.372381021,-0.892729956,-1.01697804,0.588891924,16,low risk,0
19.72,34.03,-0.610331808,-0.408005056,-0.377293119,-0.303479354,-0.372381021,-0.880930434,-1.01697804,0.592868765,16,low risk,0
20.22,34.03,-0.601217489,-0.401287305,-0.348207748,-0.30633484,-0.372381021,-0.922228759,-1.061725419,0.473252389,16,low risk,0
20.72,34.03,-0.597651582,-0.396590134,-0.360624937,-0.315329277,-0.372381021,-0.945827803,-1.061725419,0.320436318,16,low risk,0
21.22,34.03,-0.597651582,-0.393974537,-0.368219204,-0.313869513,-0.372381021,-0.963527085,-1.01697804,0.209188326,16,low risk,0
21.72,34.03,-0.597651582,-0.391701414,-0.352283296,-0.296038221,-0.372381021,-0.975326607,-1.01697804,0.250526623,16,low risk,0
22.22,34.03,-0.597651582,-0.391555929,-0.372640291,-0.278700857,-0.367921063,-0.963527085,-1.01697804,0.208846935,16,low risk,0
22.72,34.03,-0.590760015,-0.395611441,-0.359082168,-0.261865388,-0.371781821,-0.981226367,-1.01697804,0.157899463,16,low risk,0
23.22,34.03,-0.568729132,-0.396556454,-0.365377724,-0.253687457,-0.371596488,-0.987126128,-1.061725419,0.211524082,16,low risk,0
23.72,34.03,-0.553909854,-0.3889195,-0.410460631,-0.24287434,-0.367057799,-0.969426846,-1.01697804,0.360586996,16,low risk,0
24.22,34.03,-0.497782171,-0.383412846,-0.42427088,-0.297098357,-0.35654705,-0.981226367,-1.061725419,0.473624173,16,low risk,0
24.72,34.03,-0.459294585,-0.397830746,-0.412954163,-0.351194997,-0.355145614,-0.85143163,-1.01697804,0.551533868,16,low risk,0
25.22,34.03,-0.459294585,-0.397703432,-0.391864783,-0.337255486,-0.358177451,-0.863231152,-1.061725419,0.618814853,16,low risk,0
25.72,34.03,-0.497782171,-0.399448899,-0.38844826,-0.329937176,-0.355449084,-0.857331391,-1.01697804,0.66916975,16,low risk,0
26.22,34.03,-0.553909854,-0.403774547,-0.395666355,-0.337984007,-0.357940666,-0.85143163,-1.061725419,0.665945362,16,low risk,0
26.72,34.03,-0.568729132,-0.398822517,-0.395910158,-0.323159127,-0.370665662,-0.904529477,-1.061725419,0.547664068,16,low risk,0
27.22,34.03,-0.590760015,-0.397137466,-0.387053935,-0.319882369,-0.372362441,-0.993025889,-1.061725419,0.397253375,16,low risk,0
27.72,34.03,-0.607214228,-0.395024757,-0.3869953,-0.333465991,-0.372381021,-0.993025889,-1.061725419,0.269075632,16,low risk,0
28.22,34.03,-0.610938243,-0.395959701,-0.404937086,-0.366930616,-0.372381021,-0.993025889,-1.061725419,0.384443911,16,low risk,0
28.72,34.03,-0.620461281,-0.39718654,-0.419573651,-0.398540016,-0.372381021,-1.010725171,-1.061725419,0.518166017,16,low risk,0
29.22,34.03,-0.631355558,-0.399316262,-0.423059412,-0.40504095,-0.372381021,-1.010725171,-1.061725419,0.610442398,16,low risk,0
29.72,34.03,-0.629602064,-0.400382107,-0.423607108,-0.407799626,-0.372381021,-1.010725171,-1.061725419,0.68815517,16,low risk,0
30.22,34.03,-0.621492185,-0.398098682,-0.426294869,-0.42589758,-0.372381021,-1.004825411,-1.061725419,0.762554668,16,low risk,0
30.72,34.03,-0.593901887,-0.39626861,-0.426597319,-0.487346518,-0.372294368,-0.975326607,-1.061725419,0.872699518,16,low risk,0
31.22,34.03,-0.553909854,-0.394862028,-0.425741125,-0.580523121,-0.371823596,-0.934028281,-0.972230661,0.979667063,16,low risk,0
31.72,34.03,-0.497782171,-0.394459486,-0.426211133,-0.654368041,-0.371806873,-0.869130912,-0.972230661,1.115943129,16,low risk,0
32.22,34.03,-0.459294585,-0.394533212,-0.424548128,-0.669023866,-0.326827188,-0.816033065,-1.01697804,1.212020869,16,low risk,0
32.72,34.03,-0.459294585,-0.391262298,-0.417288137,-0.648458599,-0.274419513,-0.751135697,-0.748493766,1.220030439,14,medium risk,0
33.22,34.03,-0.459294585,-0.38338449,-0.417770106,-0.616746831,-0.341727209,-0.816033065,-0.793241145,1.210780268,15,low risk,0
33.72,34.03,-0.459294585,-0.375069418,-0.420867486,-0.593144889,-0.339200856,-0.733436414,-0.614251629,1.255525678,14,medium risk,0
34.22,34.03,-0.497782171,-0.383750921,-0.421142222,-0.61962005,-0.365093302,-0.55054383,-0.480009492,1.323040054,13,medium risk,0
34.72,34.03,-0.491381518,-0.382197466,-0.410251941,-0.629937896,-0.371435943,-0.491546222,-0.301019977,1.321809925,13,medium risk,0
35.22,34.03,-0.32354225,-0.375365596,-0.219451647,-0.659530928,-0.372072835,0.104329617,0.593927603,1.320525636,7,medium risk,0
10.72,33.53,1.187011023,5.346292962,0.056672951,1.906187894,-0.372381021,0.363919092,0.28069595,-2.841259844,5,high risk,1
11.22,33.53,0.635539194,5.650870562,-0.150202006,2.363563409,-0.372381021,0.015833206,-0.122030461,-2.601817298,5,high risk,1
11.72,33.53,-0.402525435,2.605094562,-0.316702233,2.674921775,-0.372381021,-0.644940002,-0.56950425,-2.015705903,6,medium risk,0
12.22,33.53,-0.444663381,1.626095224,-0.423621155,2.190276875,-0.372381021,-0.609541438,-0.256272598,-0.854643648,6,medium risk,0
12.72,33.53,-0.499844007,0.232222608,-0.452923063,0.366032231,-0.372381021,-0.662639285,-0.211525219,0.173539555,13,medium risk,0
13.22,33.53,-0.542082967,-0.04966959,-0.434392978,0.130743906,-0.365650993,-0.792434022,-0.480009492,0.502360829,14,medium risk,0
13.72,33.53,-0.542082967,-0.121839757,-0.421796865,0.197188888,-0.372381021,-0.792434022,-0.524756871,0.509507468,14,medium risk,0
14.22,33.53,-0.542082967,-0.183482491,-0.43832034,0.083882796,-0.372381021,-0.845531869,-0.56950425,0.516206542,14,medium risk,0
14.72,33.53,-0.550125242,-0.21506826,-0.445874231,0.022303734,-0.372381021,-0.875030673,-0.614251629,0.494218531,14,medium risk,0
15.22,33.53,-0.569773498,-0.29491369,-0.440329574,-0.088466965,-0.372381021,-0.945827803,-0.793241145,0.526162244,15,low risk,0
15.72,33.53,-0.591557824,-0.348458596,-0.438228044,-0.249879078,-0.372381021,-0.981226367,-1.01697804,0.604151807,16,low risk,0
16.22,33.53,-0.614463645,-0.366679116,-0.438719749,-0.379479183,-0.372381021,-0.99892565,-1.01697804,0.636366547,16,low risk,0
16.72,33.53,-0.633055722,-0.374845462,-0.4406188,-0.41995637,-0.372381021,-1.004825411,-1.01697804,0.655228525,16,low risk,0
17.22,33.53,-0.645328677,-0.385514791,-0.44493867,-0.413888138,-0.372381021,-1.022524693,-1.01697804,0.663002078,16,low risk,0
17.72,33.53,-0.647588343,-0.395024757,-0.448664462,-0.38498302,-0.372381021,-1.022524693,-1.01697804,0.638360852,16,low risk,0
18.22,33.53,-0.633472693,-0.398301458,-0.446397408,-0.339738758,-0.372381021,-0.99892565,-1.01697804,0.606286348,16,low risk,0
18.72,33.53,-0.615597358,-0.40312791,-0.447403913,-0.304465867,-0.372381021,-0.951727563,-1.01697804,0.602709601,16,low risk,0
19.22,33.53,-0.594667211,-0.407660037,-0.448715783,-0.29544252,-0.372381021,-0.910429238,-1.061725419,0.637521946,16,low risk,0
19.72,33.53,-0.570805444,-0.403394111,-0.442316357,-0.304732144,-0.372381021,-0.762935218,-1.01697804,0.599093405,15,low risk,0
20.22,33.53,-0.550125242,-0.402255235,-0.43762917,-0.315735377,-0.372381021,-0.77473474,-1.01697804,0.533067228,15,low risk,0
20.72,33.53,-0.542082967,-0.39876187,-0.443912314,-0.324506413,-0.372381021,-0.916328999,-1.061725419,0.425694423,16,low risk,0
21.22,33.53,-0.542082967,-0.393898959,-0.441222245,-0.332154905,-0.372381021,-0.916328999,-1.061725419,0.318806251,16,low risk,0
21.72,33.53,-0.542082967,-0.389081072,-0.423852461,-0.334316792,-0.372381021,-0.916328999,-1.061725419,0.25067337,16,low risk,0
22.22,33.53,-0.542082967,-0.379765779,-0.41085248,-0.320770478,-0.371715524,-0.939928042,-1.01697804,0.244791737,16,low risk,0
22.72,33.53,-0.542082967,-0.370322942,-0.400416463,-0.283283803,-0.371902224,-0.963527085,-1.01697804,0.172205623,16,low risk,0
23.22,33.53,-0.550125242,-0.375217796,-0.386570925,-0.243683892,-0.371001759,-0.957627324,-1.01697804,0.230224836,16,low risk,0
23.72,33.53,-0.569773498,-0.378555955,-0.410547791,-0.234971516,-0.372381021,-0.993025889,-1.01697804,0.397792714,16,low risk,0
24.22,33.53,-0.569773498,-0.37954055,-0.431705009,-0.260440974,-0.372381021,-1.004825411,-1.01697804,0.504676391,16,low risk,0
24.72,33.53,-0.558731015,-0.385776478,-0.43537575,-0.299584808,-0.372320646,-0.975326607,-1.061725419,0.574575994,16,low risk,0
25.22,33.53,-0.558731015,-0.391969466,-0.431939842,-0.322602926,-0.370134289,-0.993025889,-1.061725419,0.643341812,16,low risk,0
25.72,33.53,-0.569773498,-0.396807377,-0.425224034,-0.32642551,-0.367604301,-0.969426846,-1.061725419,0.644411588,16,low risk,0
26.22,33.53,-0.591557824,-0.398898095,-0.424649143,-0.322143724,-0.372381021,-0.957627324,-1.061725419,0.726808814,16,low risk,0
26.72,33.53,-0.610938243,-0.396319651,-0.426603503,-0.314369614,-0.372381021,-0.99892565,-1.061725419,0.733786953,16,low risk,0
27.22,33.53,-0.620978919,-0.395078692,-0.425877552,-0.309529154,-0.372381021,-1.016624932,-1.061725419,0.61773088,16,low risk,0
27.72,33.53,-0.632635538,-0.397511073,-0.428053257,-0.318247404,-0.372381021,-1.022524693,-1.061725419,0.581619307,16,low risk,0
28.22,33.53,-0.637088108,-0.400269492,-0.432792387,-0.335847181,-0.372381021,-1.016624932,-1.061725419,0.649228485,16,low risk,0
28.72,33.53,-0.642261386,-0.402344238,-0.431706611,-0.348576552,-0.372381021,-1.016624932,-1.061725419,0.691641821,16,low risk,0
29.22,33.53,-0.64883332,-0.402140074,-0.42561473,-0.365406685,-0.372381021,-1.010725171,-1.061725419,0.706547917,16,low risk,0
29.72,33.53,-0.64261168,-0.40195952,-0.423710801,-0.378767228,-0.372381021,-1.004825411,-1.061725419,0.745036569,16,low risk,0
30.22,33.53,-0.63221214,-0.400507916,-0.425173684,-0.400191071,-0.372381021,-1.010725171,-1.061725419,0.791060994,16,low risk,0
30.72,33.53,-0.613309578,-0.397006102,-0.427003944,-0.450546692,-0.372350395,-0.99892565,-1.061725419,0.879201271,16,low risk,0
31.22,33.53,-0.591557824,-0.393728128,-0.42352293,-0.52830568,-0.37237167,-0.963527085,-0.972230661,1.002342208,16,low risk,0
31.72,33.53,-0.569773498,-0.394236919,-0.418174874,-0.599263963,-0.372381021,-0.939928042,-0.972230661,1.109391948,16,low risk,0
32.22,33.53,-0.558731015,-0.392193885,-0.415908234,-0.622083106,-0.372317543,-0.939928042,-0.972230661,1.222654493,16,low risk,0
32.72,33.53,-0.558731015,-0.3530663,-0.41488567,-0.580083562,-0.35673324,-0.892729956,-0.972230661,1.270390491,16,low risk,0
33.22,33.53,-0.558731015,-0.384741536,-0.420930184,-0.64125354,-0.364801715,-0.845531869,-0.793241145,1.306848644,15,low risk,0
33.72,33.53,-0.558731015,-0.387023687,-0.421568211,-0.651000222,-0.371977015,-0.768834979,-0.614251629,1.327653836,14,medium risk,0
34.22,33.53,-0.515169747,-0.383918512,-0.414398309,-0.629831479,-0.37236677,-0.580042634,-0.480009492,1.326993326,13,medium risk,0
34.72,33.53,-0.402525435,-0.3773665,-0.314426266,-0.611996736,-0.371412483,-0.231956747,0.325443329,1.334582635,7,medium risk,0
35.22,33.53,0.572871917,-0.350541559,0.213682723,-0.290583466,-0.360652045,1.278382014,1.265138287,0.366021631,2,high risk,1
12.22,33.03,0.515654007,2.866161175,-0.342625026,2.465769784,-0.372381021,-0.391250289,-0.435262113,-1.23016869,6,medium risk,0
12.72,33.03,-0.402525435,0.557072904,-0.357565696,1.296156698,-0.372381021,-0.538744308,-0.16677784,-0.269773112,11,medium risk,0
13.22,33.03,-0.414137322,0.16212846,-0.286259431,0.813292991,-0.372381021,-0.438448375,0.101706434,0.068423814,11,medium risk,0
13.72,33.03,-0.414137322,-0.033147895,-0.333754677,0.587167248,-0.372381021,-0.456147657,0.101706434,0.392796045,11,medium risk,0
14.22,33.03,-0.414137322,-0.190162974,-0.386260068,0.16857091,-0.372381021,-0.55054383,-0.077283082,0.60259403,11,medium risk,0
14.72,33.03,-0.444663381,-0.267677643,-0.427319221,0.025224476,-0.372381021,-0.668539046,-0.032535703,0.59096335,11,medium risk,0
15.22,33.03,-0.499844007,-0.295097022,-0.440065403,-0.11021873,-0.372381021,-0.833732348,-0.524756871,0.526401105,14,medium risk,0
15.72,33.03,-0.556351544,-0.336785921,-0.445904078,-0.232591891,-0.372381021,-0.957627324,-0.972230661,0.570892287,16,low risk,0
16.22,33.03,-0.592347323,-0.365034573,-0.454392292,-0.345070679,-0.372381021,-0.969426846,-1.01697804,0.655729197,16,low risk,0
16.72,33.03,-0.615032991,-0.37995756,-0.459081003,-0.380545739,-0.372381021,-0.987126128,-1.01697804,0.684616108,16,low risk,0
17.22,33.03,-0.629602064,-0.386496146,-0.458921425,-0.396009531,-0.372381021,-0.99892565,-1.01697804,0.665994957,16,low risk,0
17.72,33.03,-0.631355558,-0.389401092,-0.457778387,-0.393453402,-0.372381021,-1.022524693,-1.01697804,0.633749772,16,low risk,0
18.22,33.03,-0.620461281,-0.391241118,-0.455364869,-0.373768813,-0.372381021,-0.981226367,-1.01697804,0.649530986,16,low risk,0
18.72,33.03,-0.593901887,-0.391825487,-0.455178627,-0.345376582,-0.372381021,-0.934028281,-1.01697804,0.653970444,16,low risk,0
19.22,33.03,-0.557548923,-0.394348492,-0.456258488,-0.325397826,-0.372381021,-0.904529477,-1.01697804,0.68319531,16,low risk,0
19.72,33.03,-0.505826704,-0.386673112,-0.455516678,-0.317953009,-0.372381021,-0.904529477,-1.061725419,0.649941219,16,low risk,0
20.22,33.03,-0.444663381,-0.397381908,-0.455072414,-0.313661003,-0.372381021,-0.780634501,-0.972230661,0.646796657,15,low risk,0
20.72,33.03,-0.414137322,-0.401566932,-0.453431785,-0.309318778,-0.372381021,-0.768834979,-0.972230661,0.592541286,15,low risk,0
21.22,33.03,-0.414137322,-0.394180901,-0.448713873,-0.28050959,-0.372381021,-0.798333783,-1.01697804,0.522081798,15,low risk,0
21.72,33.03,-0.414137322,-0.386773805,-0.439709668,-0.240558882,-0.372381021,-0.916328999,-1.01697804,0.429446508,16,low risk,0
22.22,33.03,-0.414137322,-0.370832543,-0.432307852,-0.20222165,-0.372381021,-0.904529477,-0.927483282,0.307742697,15,low risk,0
22.72,33.03,-0.414137322,-0.367008858,-0.430361198,-0.181910292,-0.370473469,-0.910429238,-0.972230661,0.17603814,16,low risk,0
23.22,33.03,-0.444663381,-0.370108477,-0.431550663,-0.218717451,-0.372381021,-0.904529477,-0.927483282,0.26018117,15,low risk,0
23.72,33.03,-0.499844007,-0.384057284,-0.437778374,-0.253463926,-0.372381021,-0.963527085,-1.061725419,0.434710657,16,low risk,0
24.22,33.03,-0.542082967,-0.385698238,-0.443433495,-0.256370803,-0.372381021,-0.987126128,-1.01697804,0.520810442,16,low risk,0
24.72,33.03,-0.542082967,-0.387394285,-0.444629403,-0.269210868,-0.372381021,-0.981226367,-1.01697804,0.584911482,16,low risk,0
25.22,33.03,-0.550125242,-0.390512538,-0.446826303,-0.296044883,-0.372381021,-0.981226367,-1.061725419,0.672379916,16,low risk,0
25.72,33.03,-0.570805444,-0.392616797,-0.446173908,-0.313722508,-0.372381021,-0.981226367,-1.061725419,0.722059289,16,low risk,0
26.22,33.03,-0.594667211,-0.394459486,-0.444754985,-0.319115389,-0.372381021,-0.993025889,-1.061725419,0.804006745,16,low risk,0
26.72,33.03,-0.601217489,-0.396080417,-0.443607829,-0.311512369,-0.372381021,-0.993025889,-1.061725419,0.781491986,16,low risk,0
27.22,33.03,-0.610331808,-0.398640112,-0.441342444,-0.300854441,-0.372381021,-0.987126128,-1.061725419,0.766956779,16,low risk,0
27.72,33.03,-0.621492185,-0.402280697,-0.440394404,-0.309398102,-0.372381021,-0.99892565,-1.061725419,0.819636917,16,low risk,0
28.22,33.03,-0.629602064,-0.403333927,-0.439803228,-0.331268916,-0.372381021,-0.99892565,-1.061725419,0.855041535,16,low risk,0
28.72,33.03,-0.631355558,-0.402709049,-0.434900598,-0.348911545,-0.372381021,-1.004825411,-1.061725419,0.845613923,16,low risk,0
29.22,33.03,-0.631355558,-0.401300731,-0.429874751,-0.362975455,-0.372381021,-1.010725171,-1.061725419,0.81263623,16,low risk,0
29.72,33.03,-0.621492185,-0.399301447,-0.430658385,-0.393900673,-0.372381021,-0.99892565,-1.061725419,0.808467043,16,low risk,0
30.22,33.03,-0.610331808,-0.396336664,-0.432929629,-0.451484909,-0.371984916,-0.981226367,-1.061725419,0.853974272,16,low risk,0
30.72,33.03,-0.601217489,-0.394255553,-0.433637131,-0.525891726,-0.372268091,-0.975326607,-1.01697804,0.956829626,16,low risk,0
31.22,33.03,-0.597651582,-0.388499365,-0.429777647,-0.579454198,-0.372381021,-0.993025889,-1.01697804,1.056994175,16,low risk,0
31.72,33.03,-0.601217489,-0.379989388,-0.424408802,-0.596475332,-0.372381021,-0.99892565,-1.061725419,1.121951884,16,low risk,0
32.22,33.03,-0.607214228,-0.371911582,-0.416704612,-0.585278644,-0.372381021,-0.987126128,-1.01697804,1.195704896,16,low risk,0
32.72,33.03,-0.607214228,-0.370705808,-0.417966549,-0.564279344,-0.371533581,-0.963527085,-0.972230661,1.242213277,16,low risk,0
33.22,33.03,-0.593901887,-0.372798957,-0.422966176,-0.589679998,-0.372063382,-0.886830195,-0.882735903,1.250321322,16,low risk,0
33.72,33.03,-0.556351544,-0.377088146,-0.414704052,-0.607296633,-0.372381021,-0.77473474,-0.614251629,1.272539861,14,medium risk,0
34.22,33.03,-0.493551838,-0.375291754,-0.382585039,-0.596303605,-0.372350395,-0.591842155,-0.435262113,1.300157611,13,medium risk,0
34.72,33.03,-0.329536528,-0.357235352,0.01582227,-0.561704786,-0.372344086,0.635308088,0.862411877,1.223457704,3,medium risk,0
14.72,32.53,0.515654007,0.031724782,-0.379669286,0.38821025,-0.372381021,-0.237856508,-0.16677784,0.225745369,10,low risk,0
15.22,32.53,-0.406486077,-0.21506826,-0.418388629,0.263589467,-0.372381021,-0.650839763,-0.301019977,0.559436476,13,medium risk,0
15.72,32.53,-0.501871476,-0.311507839,-0.448734704,-0.047804949,-0.372381021,-0.880930434,-0.658999008,0.662167158,14,medium risk,0
16.22,32.53,-0.557548923,-0.34954782,-0.462517586,-0.219726575,-0.372381021,-0.975326607,-1.01697804,0.681479589,16,low risk,0
16.72,32.53,-0.592347323,-0.371870726,-0.465261674,-0.319596882,-0.372381021,-0.969426846,-1.01697804,0.713680864,16,low risk,0
17.22,32.53,-0.597651582,-0.379925731,-0.46527854,-0.353566764,-0.372381021,-0.963527085,-1.01697804,0.719215104,16,low risk,0
17.72,32.53,-0.601217489,-0.383185302,-0.464263104,-0.367268107,-0.372381021,-0.969426846,-1.01697804,0.706402999,16,low risk,0
18.22,32.53,-0.610331808,-0.384112607,-0.46346116,-0.359259717,-0.372381021,-0.987126128,-1.01697804,0.695791414,16,low risk,0
18.72,32.53,-0.574813249,-0.382579175,-0.463274483,-0.331411324,-0.372381021,-0.945827803,-1.01697804,0.706069321,16,low risk,0
19.22,32.53,-0.516950774,-0.367428529,-0.461770677,-0.256072885,-0.372381021,-0.904529477,-0.837988524,0.707433233,15,low risk,0
19.72,32.53,-0.406486077,-0.322095803,-0.453234628,-0.052609127,-0.372381021,-0.745235936,-0.56950425,0.598186552,14,medium risk,0
20.22,32.53,-0.152277725,-0.239744728,-0.425059494,0.456982659,-0.372381021,-0.692138089,-0.703746387,-0.032818669,14,medium risk,0
23.22,32.53,0.572871917,-0.134492166,-0.443524354,0.774896878,-0.372381021,-0.408949571,-0.524756871,-0.44837648,10,low risk,0
23.72,32.53,-0.406486077,-0.351650922,-0.445179631,-0.038998232,-0.372381021,-0.875030673,-0.882735903,0.357284782,15,low risk,0
24.22,32.53,-0.414137322,-0.390073769,-0.44723073,-0.229395474,-0.372381021,-0.916328999,-0.972230661,0.534457459,16,low risk,0
24.72,32.53,-0.414137322,-0.393785303,-0.449702277,-0.301021862,-0.372381021,-0.945827803,-1.061725419,0.626274359,16,low risk,0
25.22,32.53,-0.444663381,-0.392953715,-0.451572836,-0.33208046,-0.372381021,-0.987126128,-1.061725419,0.692494269,16,low risk,0
25.72,32.53,-0.505826704,-0.396556454,-0.452091033,-0.332970905,-0.372381021,-0.957627324,-1.061725419,0.742154477,16,low risk,0
26.22,32.53,-0.540676958,-0.398928303,-0.451686628,-0.328381074,-0.372381021,-0.969426846,-1.061725419,0.80142869,16,low risk,0
26.72,32.53,-0.550125242,-0.40094923,-0.449740074,-0.319041949,-0.372381021,-0.957627324,-1.061725419,0.83936437,16,low risk,0
27.22,32.53,-0.570805444,-0.403030226,-0.447532815,-0.316119166,-0.372381021,-0.951727563,-1.061725419,0.858937202,16,low risk,0
27.72,32.53,-0.592347323,-0.403833342,-0.445891788,-0.329710087,-0.372381021,-0.910429238,-1.061725419,0.879686135,16,low risk,0
28.22,32.53,-0.597651582,-0.402771201,-0.444405178,-0.348853292,-0.372381021,-0.951727563,-1.061725419,0.890025514,16,low risk,0
28.72,32.53,-0.601217489,-0.400339862,-0.441731759,-0.357148701,-0.372381021,-0.963527085,-1.061725419,0.872367727,16,low risk,0
29.22,32.53,-0.601217489,-0.396573236,-0.440250332,-0.391813767,-0.372381021,-0.981226367,-1.061725419,0.825355012,16,low risk,0
29.72,32.53,-0.592347323,-0.391659979,-0.438655775,-0.458232851,-0.370175104,-0.987126128,-1.061725419,0.861404638,16,low risk,0
30.22,32.53,-0.570805444,-0.384606005,-0.438117439,-0.52181723,-0.372286467,-0.975326607,-1.061725419,0.927178534,16,low risk,0
30.72,32.53,-0.550125242,-0.382579175,-0.438066386,-0.564357414,-0.372381021,-0.957627324,-1.061725419,0.969760235,16,low risk,0
31.22,32.53,-0.540676958,-0.375143723,-0.43583549,-0.590645531,-0.372381021,-0.957627324,-1.061725419,1.042011619,16,low risk,0
31.72,32.53,-0.550125242,-0.364436547,-0.432642318,-0.598858597,-0.372381021,-0.910429238,-0.927483282,1.112183257,16,low risk,0
32.22,32.53,-0.570805444,-0.357654445,-0.427766245,-0.583706131,-0.372381021,-0.922228759,-0.882735903,1.15975252,16,low risk,0
32.72,32.53,-0.592347323,-0.353593725,-0.42686909,-0.576662189,-0.372381021,-0.934028281,-0.793241145,1.191957045,15,low risk,0
33.22,32.53,-0.574813249,-0.357114868,-0.424492598,-0.577391804,-0.372368546,-0.857331391,-0.56950425,1.214464178,14,medium risk,0
33.72,32.53,-0.516950774,-0.363981807,-0.400636098,-0.582274626,-0.372381021,-0.762935218,-0.524756871,1.256080219,14,medium risk,0
34.22,32.53,-0.406486077,-0.3606955,-0.306987399,-0.582792149,-0.372372323,-0.308653638,0.012211676,1.332847442,11,medium risk,0
34.72,32.53,0.572871917,-0.278807962,0.420984963,-0.385287037,-0.132410594,1.47307412,1.399380424,-0.011311306,2,high risk,1
15.72,32.03,-0.406486077,0.380166142,-0.445808937,1.586583736,-0.372381021,-0.857331391,-0.658999008,-0.718146604,14,medium risk,0
16.22,32.03,-0.501871476,-0.225151599,-0.46216922,0.219805688,-0.372381021,-0.880930434,-0.658999008,0.558365902,14,medium risk,0
16.72,32.03,-0.540676958,-0.338797937,-0.466629204,-0.170956098,-0.372381021,-0.963527085,-0.972230661,0.705066954,16,low risk,0
17.22,32.03,-0.540676958,-0.365083994,-0.467071844,-0.276311109,-0.372381021,-0.945827803,-0.972230661,0.736249415,16,low risk,0
17.72,32.03,-0.550125242,-0.372639352,-0.467105447,-0.316829366,-0.372381021,-0.951727563,-0.972230661,0.758543949,16,low risk,0
