"longitude","latitude","environment.2019_land_distance","environment.2019_mean_depth","environment.2019_net_primary_production","environment.2019_sea.bottom_dissolved_oxygen","fishing.activity.2019_total_fishing","species.richness.2019","stocks.richness.2019","thermohalinity_2019","distance_class","distance_class_interpretation"
14.22,36.03,0.572871917,-0.14692629,-0.245084948,-0.122713437,-0.235445653,1.759500263,1.341983415,0.014069183,3,"high risk"
14.72,36.03,-0.417833977,-0.186866714,-0.097188367,0.812398911,-0.243276623,1.018635001,1.29358539,-0.55655923,3,"high risk"
15.22,36.03,-0.444663381,-0.11557038,-0.110704637,0.107989485,1.510164499,1.000710841,1.29358539,-0.355378086,3,"high risk"
15.72,36.03,-0.493551838,-0.399927945,-0.297219139,-0.738218921,-0.408796104,-0.248005609,-0.545539547,0.316754653,4,"medium risk"
16.22,36.03,-0.550125242,-0.407259578,-0.363692315,-0.844975518,-0.396025588,-1.01874447,-1.271509917,0.381030974,4,"medium risk"
16.72,36.03,-0.589138949,-0.406529841,-0.402730041,-0.851591588,-0.417465514,-1.156163027,-1.561898065,0.422468224,4,"medium risk"
17.22,36.03,-0.615597358,-0.407772767,-0.448989939,-0.834651793,-0.417583492,-1.186036626,-1.561898065,0.450424181,4,"medium risk"
17.72,36.03,-0.630922287,-0.409743232,-0.50103569,-0.803440769,-0.416734554,-1.168112467,-1.513500041,0.432436328,4,"medium risk"
18.22,36.03,-0.642959512,-0.411608374,-0.517158761,-0.758726919,-0.417199574,-1.150188307,-1.513500041,0.396863238,4,"medium risk"
18.72,36.03,-0.642959512,-0.410989283,-0.494463249,-0.636739817,-0.417642364,-1.168112467,-1.416703991,0.359602351,4,"medium risk"
19.22,36.03,-0.630922287,-0.40695773,-0.479724245,-0.49941661,-0.417642364,-1.174087187,-1.465102016,0.308172868,4,"medium risk"
19.72,36.03,-0.618346115,-0.405025343,-0.488370935,-0.49420176,-0.417642364,-1.180061907,-1.465102016,0.332623046,4,"medium risk"
20.22,36.03,-0.590760015,-0.40421644,-0.495909004,-0.519241511,-0.413465444,-1.132264148,-1.368305967,0.433621315,4,"medium risk"
20.72,36.03,-0.550125242,-0.402280697,-0.475800796,-0.535176942,-0.413028809,-1.072516949,-1.416703991,0.564861167,4,"medium risk"
21.22,36.03,-0.493551838,-0.410951205,-0.413489284,-0.506827216,-0.406672341,-0.421272485,-0.400345473,0.662505293,4,"medium risk"
21.72,36.03,-0.421448495,-0.408522528,-0.395947046,-0.487166847,-0.394150921,-0.540766882,-0.497141522,0.611317443,4,"medium risk"
22.22,36.03,0.572871917,-0.396353678,-0.405407879,-0.479979079,-0.413897178,-0.343601126,-0.448743498,0.471041445,4,"medium risk"
22.72,36.03,0.572871917,-0.355641272,-0.384849036,-0.21426812,-0.417240077,0.050730384,0.180430823,0.004938408,3,"high risk"
23.22,36.03,0.635539194,-0.270476224,-0.420222574,0.808848134,-0.387825211,0.893165884,1.051595267,-0.417933115,3,"high risk"
23.72,36.03,-0.421448495,-0.300220809,-0.420851228,0.700725288,-0.415654679,0.2060731,0.616013045,-0.427855326,3,"high risk"
24.22,36.03,-0.453617681,-0.319106252,-0.409074113,0.585505291,-0.417259817,0.080603983,0.519216996,-0.240604058,3,"high risk"
24.72,36.03,-0.421448495,-0.299190496,-0.390209424,0.438270948,-0.412547619,0.283744459,0.809605144,-0.392064753,3,"high risk"
25.22,36.03,0.572871917,-0.310344078,-0.374353677,0.551325068,-0.245598462,0.713924288,0.809605144,-0.498415722,3,"high risk"
25.72,36.03,-0.421448495,-0.264517724,-0.350658004,0.610707279,-0.390211846,0.468960774,0.712809094,-0.424333202,3,"high risk"
26.22,36.03,-0.453617681,-0.239744728,-0.328718504,0.750211589,0.307244423,0.498834373,0.858003168,-0.397115699,3,"high risk"
26.72,36.03,-0.421448495,-0.263166812,-0.283793587,0.376936942,-0.207121951,0.480910214,0.712809094,-0.144358817,3,"high risk"
27.22,36.03,0.572871917,-0.330453235,-0.2426171,-0.033874398,-0.416203927,0.492859654,0.519216996,0.105810485,3,"high risk"
27.72,36.03,0.959934366,-0.205915581,-0.251580161,0.084220297,-0.130133655,1.173977717,0.761207119,-0.188928769,3,"high risk"
28.22,36.03,0.865319125,-0.352532394,-0.187348202,-0.496583694,-0.244142812,-0.068764013,-0.109957325,0.380235665,4,"medium risk"
28.72,36.03,-0.394317842,-0.405882973,-0.065133048,-0.701353871,-0.405653597,-0.379449446,-0.303549424,0.951645956,4,"medium risk"
29.22,36.03,0.959934366,-0.363418619,-0.130671945,-0.720474986,-0.387115206,-0.026940974,-0.15835535,0.230393175,4,"medium risk"
29.72,36.03,2.152086716,-0.337250152,-0.201687991,-0.821411016,1.088926772,-0.074738733,-0.109957325,0.353025125,3,"high risk"
30.22,36.03,1.324878959,-0.369148881,-0.142811675,-0.837750562,-0.358614653,0.21204782,0.180430823,0.485013843,3,"high risk"
30.72,36.03,-0.152277725,-0.376202508,-0.018108066,-0.876683416,-0.270601418,0.319592778,0.422420946,0.943285145,4,"medium risk"
31.22,36.03,-0.394317842,-0.391514147,-0.165599723,-0.913804025,-0.310726386,-0.110587052,0.083634774,1.063169797,4,"medium risk"
31.72,36.03,-0.394317842,-0.391029083,-0.191735363,-0.926050625,0.006581801,-0.17630897,-0.0615593,1.176146248,4,"medium risk"
32.22,36.03,1.066376551,-0.353396621,-0.256334733,-0.853721261,-0.246064562,0.713924288,0.858003168,0.149311003,3,"high risk"
32.72,36.03,5.047313825,0.083026772,-0.252165706,0.95437098,-0.187050301,-0.134485931,-0.739131646,-1.732547024,1,"high risk"
33.22,36.03,3.392898338,-0.019810423,-0.01362965,-0.171712469,-0.321501981,0.468960774,0.470818971,-0.643403871,3,"high risk"
33.72,36.03,1.669548855,0.102696581,0.101436366,0.028941821,0.211466095,0.887191164,0.761207119,-0.845630629,3,"high risk"
34.22,36.03,0.635539194,-0.203995232,-0.12229168,-0.062210848,0.243746489,1.203851317,1.148391316,0.172784879,3,"high risk"
34.72,36.03,-0.394317842,-0.185748555,-0.070821276,0.053208846,0.299649581,0.397264136,0.809605144,0.024233945,3,"high risk"
35.22,36.03,-0.394317842,-0.088889535,0.491244056,0.439802682,1.406754974,0.588455171,0.858003168,-0.463990439,3,"high risk"
35.72,36.03,0.780663351,-0.003928535,2.227402243,0.307543335,0.957699704,0.946938363,1.051595267,-0.780135275,3,"high risk"
-4.78,35.53,-0.398470496,-0.281040693,2.314884509,-0.605918261,-0.417187919,1.168002997,1.148391316,0.360127884,3,"high risk"
-4.28,35.53,-0.417833977,-0.347493328,2.432708353,-0.608701809,-0.417278495,0.666126529,0.906401193,0.404312826,3,"high risk"
-3.78,35.53,-0.417833977,-0.330453235,2.709134432,-0.577483549,-0.417542429,1.018635001,1.099993292,0.352624575,3,"high risk"
-3.28,35.53,-0.417833977,-0.311795452,2.466811678,-0.519954758,-0.221269851,1.329320434,1.341983415,0.394012301,3,"high risk"
-2.78,35.53,0.572871917,-0.25063292,1.967303458,-0.545957674,-0.34097101,1.90289354,1.535575514,0.446874457,3,"high risk"
-2.28,35.53,-0.417833977,-0.285949436,1.496088614,-0.53212756,-0.417217963,1.293472114,1.535575514,0.637430735,3,"high risk"
-1.78,35.53,-0.398470496,-0.328855683,1.373373435,-0.414561705,-0.417642364,1.162028278,1.245187366,0.664079185,3,"high risk"
-1.28,35.53,0.635539194,-0.319614927,1.295614754,-0.103395187,-0.417642364,1.825222182,1.341983415,0.007599926,3,"high risk"
11.22,35.53,0.572871917,2.382232974,-0.078486364,1.838699487,0.120641224,0.379339976,0.66441107,-1.424731041,1,"high risk"
11.72,35.53,-0.421448495,0.764938359,-0.314656459,1.240812682,-0.290263563,-0.170334251,0.519216996,-0.874662836,3,"high risk"
12.22,35.53,-0.528679137,0.363065054,-0.39897861,0.468697352,1.459538965,-0.289828648,0.374022922,-0.425507298,3,"high risk"
12.72,35.53,-0.567672084,-0.033147895,-0.440313235,-0.072775879,2.401244089,-0.277879208,0.083634774,0.190677972,4,"medium risk"
13.22,35.53,-0.528679137,-0.304196113,-0.423480267,-0.360858699,0.436534902,-0.074738733,0.470818971,0.463016385,4,"medium risk"
13.72,35.53,-0.421448495,-0.271471583,-0.391926771,-0.331844512,3.749532437,0.492859654,1.099993292,0.389866462,3,"high risk"
14.22,35.53,0.572871917,-0.242836014,-0.378658301,-0.013553876,0.262497351,1.377118192,1.196789341,0.126581653,3,"high risk"
14.72,35.53,0.572871917,0.23615775,-0.273799474,1.007135354,2.693342793,1.526486189,1.29358539,-0.506339028,1,"high risk"
15.22,35.53,-0.421448495,0.149826279,-0.262491877,0.224182335,0.042722484,0.564556292,1.099993292,-0.244346051,3,"high risk"
15.72,35.53,-0.528679137,-0.354884799,-0.391319361,-0.609928384,-0.288193965,-0.469070243,-0.545539547,0.380809175,4,"medium risk"
16.22,35.53,-0.58318309,-0.408441857,-0.432317193,-0.819324438,-0.376134763,-0.720008477,-0.642335596,0.547093911,4,"medium risk"
16.72,35.53,-0.611539147,-0.41038304,-0.463832216,-0.86170851,-0.408640518,-1.138238868,-1.513500041,0.529110288,4,"medium risk"
17.22,35.53,-0.630045583,-0.411387659,-0.50134228,-0.833109049,-0.411830127,-1.138238868,-1.513500041,0.514491297,4,"medium risk"
17.72,35.53,-0.644327189,-0.412174109,-0.528818721,-0.828892651,-0.417626098,-1.144213587,-1.465102016,0.498205613,4,"medium risk"
18.22,35.53,-0.655406238,-0.412397023,-0.536477425,-0.838800055,-0.417542275,-1.168112467,-1.465102016,0.466651377,4,"medium risk"
18.72,35.53,-0.655406238,-0.411328169,-0.539809322,-0.70325347,-0.417599044,-1.174087187,-1.465102016,0.421313271,4,"medium risk"
19.22,35.53,-0.644997086,-0.40724025,-0.532385673,-0.574666599,-0.41762494,-1.251758545,-1.513500041,0.364120951,4,"medium risk"
19.72,35.53,-0.630045583,-0.403868527,-0.523110019,-0.536075622,-0.417642364,-1.275657424,-1.513500041,0.322395983,4,"medium risk"
20.22,35.53,-0.611539147,-0.403597234,-0.511417877,-0.52231894,-0.417642364,-1.209935506,-1.513500041,0.466879745,4,"medium risk"
20.72,35.53,-0.589138949,-0.401659292,-0.490946532,-0.523447629,-0.417344662,-1.162137747,-1.465102016,0.567902209,4,"medium risk"
21.22,35.53,-0.551403485,-0.406918378,-0.434932357,-0.514203966,-0.417398788,-0.911199513,-0.981121769,0.59975391,4,"medium risk"
21.72,35.53,-0.495685071,-0.410135126,-0.393165407,-0.469481075,-0.417536544,-0.62441296,-0.545539547,0.631943235,4,"medium risk"
22.22,35.53,-0.456484246,-0.411283377,-0.366028789,-0.406074492,-0.40213574,-0.463095524,-0.545539547,0.616352305,4,"medium risk"
22.72,35.53,-0.456484246,-0.401030942,-0.396194357,-0.443100042,-0.417108013,-0.6064888,-0.88432572,0.350233334,4,"medium risk"
23.22,35.53,-0.421448495,-0.338347594,-0.438551019,0.061128703,-0.361667066,-0.343601126,-0.0615593,-0.196867607,4,"medium risk"
24.22,35.53,0.635539194,-0.282567296,-0.462246064,0.592408007,0.257177824,0.600404611,0.616013045,-0.280482846,3,"high risk"
24.72,35.53,-0.421448495,-0.329500236,-0.449564552,0.274755454,-0.337370217,-0.218132009,0.083634774,-0.074353839,4,"medium risk"
25.22,35.53,-0.456484246,-0.346813127,-0.403865538,0.144441846,0.378017557,-0.116561772,0.228828848,-0.091527178,4,"medium risk"
25.72,35.53,-0.456484246,-0.321362246,-0.345959565,0.076904873,-0.077961027,0.056705104,0.470818971,-0.137281889,3,"high risk"
26.22,35.53,-0.456484246,-0.364587009,-0.331783651,-0.054041803,-0.377270655,-0.050839853,0.277226872,-0.026060056,4,"medium risk"
26.72,35.53,-0.421448495,-0.352666536,-0.329832059,-0.180471788,-0.417578687,-0.122536492,0.083634774,0.035919016,4,"medium risk"
27.22,35.53,0.572871917,-0.343747073,-0.312073701,-0.432015658,-0.414266547,0.385314696,0.422420946,0.056032872,3,"high risk"
27.72,35.53,0.572871917,-0.312367089,-0.281068236,-0.627941607,0.157346341,0.791595646,0.66441107,0.24787544,3,"high risk"
28.22,35.53,-0.421448495,-0.399448899,-0.213247279,-0.661874834,-0.414767786,-0.415297765,-0.545539547,0.648362393,4,"medium risk"
28.72,35.53,-0.495685071,-0.411797029,-0.184551178,-0.423396174,-0.414258095,-0.475044963,-0.593937572,0.656880133,4,"medium risk"
29.22,35.53,-0.444663381,-0.403996882,-0.20983111,-0.729570931,-0.410585347,-0.666235999,-0.78752967,0.700343952,4,"medium risk"
29.72,35.53,-0.417833977,-0.393091098,-0.223741054,-0.841851214,-0.406083903,-0.277879208,-0.206753374,0.877116783,4,"medium risk"
30.22,35.53,-0.417833977,-0.387952612,-0.219099477,-0.866235362,-0.405145122,-0.307752807,-0.448743498,1.003295766,4,"medium risk"
30.72,35.53,-0.444663381,-0.386241288,-0.214195733,-0.91162768,-0.395469471,-0.253980329,-0.303549424,0.979086282,4,"medium risk"
31.22,35.53,-0.501871476,-0.395204154,-0.221625453,-0.945694174,-0.413471909,-0.391398885,-0.206753374,0.994905896,4,"medium risk"
31.72,35.53,-0.495685071,-0.395006702,-0.215822366,-0.953893418,-0.413545061,-0.421272485,-0.15835535,1.076098587,4,"medium risk"
32.22,35.53,-0.444663381,-0.389918447,-0.225926357,-0.962803037,-0.368260569,-0.164359531,0.083634774,1.197371439,4,"medium risk"
32.72,35.53,-0.417833977,-0.356076453,-0.259354289,-0.857360483,-0.340774091,0.116452303,0.277226872,0.940641162,4,"medium risk"
33.22,35.53,-0.417833977,-0.322459225,-0.219903053,-0.786958938,-0.416555408,0.319592778,0.809605144,1.076825933,4,"medium risk"
33.72,35.53,-0.417833977,-0.315827468,-0.226470673,-0.882265802,-0.414062412,0.313618058,0.858003168,1.01463706,4,"medium risk"
34.72,35.53,0.572871917,-0.24616121,-0.304640601,-0.95857924,-0.358301398,0.893165884,1.003197242,0.775325944,3,"high risk"
35.22,35.53,-0.31737171,-0.344151351,-0.240599918,-1.070316869,-0.29344665,0.331542217,0.809605144,1.164693355,4,"medium risk"
35.72,35.53,1.066376551,-0.304677242,0.114162981,-0.416071008,-0.335469886,1.353219313,1.196789341,0.270106836,3,"high risk"
11.22,35.03,0.704473162,4.820204338,0.393902825,1.548309151,-0.122992429,0.307643338,0.519216996,-2.173629237,1,"high risk"
11.72,35.03,-0.424983567,4.381797286,-0.034354089,1.788417717,-0.369423495,-0.313727527,0.035236749,-2.056690712,1,"high risk"
12.22,35.03,-0.530256051,2.687412882,-0.306800893,1.962545739,-0.055318906,-0.725983197,-0.400345473,-1.845715745,1,"high risk"
12.72,35.03,-0.584061994,1.521004929,-0.423786351,1.672602012,1.253210194,-0.672210719,-0.0615593,-1.285856934,1,"high risk"
13.22,35.03,-0.552664935,0.113096122,-0.446234883,0.305798975,-0.144579489,-0.481019683,0.083634774,-0.100284162,4,"medium risk"
13.72,35.03,-0.495685071,-0.21810538,-0.473768704,-0.294476354,0.450195147,-0.158384811,0.422420946,0.425258724,4,"medium risk"
14.22,35.03,-0.456484246,-0.252487067,-0.493298535,-0.269293075,0.402641014,-0.086688173,0.519216996,0.418192818,4,"medium risk"
14.72,35.03,-0.456484246,-0.213295247,-0.475637069,-0.114636746,0.09121262,-0.009016814,0.470818971,0.351810942,4,"medium risk"
15.22,35.03,-0.495685071,-0.14692629,-0.47683749,-0.037663534,-0.385710112,-0.224106729,0.422420946,0.291540585,4,"medium risk"
15.72,35.03,-0.552664935,-0.175223784,-0.508163834,-0.321244875,-0.397730892,-0.809629275,-0.690733621,0.38095631,4,"medium risk"
16.22,35.03,-0.592347323,-0.367934889,-0.521575761,-0.646808319,-0.380086998,-1.02471919,-1.271509917,0.525559667,4,"medium risk"
16.72,35.03,-0.619939243,-0.395096632,-0.514966574,-0.745427353,-0.382647357,-1.060567509,-1.368305967,0.510976711,4,"medium risk"
17.22,35.03,-0.638995541,-0.407707143,-0.51410456,-0.738486887,-0.413700492,-1.072516949,-1.319907942,0.525215353,4,"medium risk"
17.72,35.03,-0.653504885,-0.405459366,-0.530068035,-0.704010419,-0.417573593,-1.144213587,-1.368305967,0.501872208,4,"medium risk"
18.22,35.03,-0.663161741,-0.409459439,-0.55840474,-0.703026901,-0.417642364,-1.180061907,-1.368305967,0.479965926,4,"medium risk"
18.72,35.03,-0.662493407,-0.410981645,-0.577580985,-0.66887859,-0.417642364,-1.192011346,-1.465102016,0.434110527,4,"medium risk"
19.22,35.03,-0.654056483,-0.407940358,-0.562599617,-0.585243588,-0.417642364,-1.245783825,-1.465102016,0.381070559,4,"medium risk"
19.72,35.03,-0.643648055,-0.403644687,-0.534006837,-0.528231279,-0.417642364,-1.281632144,-1.465102016,0.408049488,4,"medium risk"
20.22,35.03,-0.630485629,-0.40159332,-0.50610868,-0.499670086,-0.417642364,-1.156163027,-1.416703991,0.459636816,4,"medium risk"
20.72,35.03,-0.612134637,-0.401003744,-0.478236186,-0.49480041,-0.417642364,-1.180061907,-1.561898065,0.516340889,4,"medium risk"
21.22,35.03,-0.589953781,-0.402968884,-0.442474205,-0.496269283,-0.417642364,-1.084466389,-1.368305967,0.51147758,4,"medium risk"
21.72,35.03,-0.567672084,-0.406255538,-0.390666274,-0.484976634,-0.417642364,-1.01874447,-1.174713868,0.545203714,4,"medium risk"
22.22,35.03,-0.558731015,-0.407584575,-0.360464259,-0.464820935,-0.41667078,-0.917174233,-0.981121769,0.513524528,4,"medium risk"
22.72,35.03,-0.530256051,-0.408954467,-0.386078057,-0.454837424,-0.417412816,-0.797679836,-0.88432572,0.364416904,4,"medium risk"
23.22,35.03,-0.424983567,-0.402382317,-0.413746642,-0.409847722,-0.416872406,-0.59453936,-0.739131646,0.319150095,4,"medium risk"
23.72,35.03,1.187011023,-0.363981807,-0.417798546,0.094002922,-0.41762027,-0.104612332,-0.109957325,0.318937002,4,"medium risk"
24.22,35.03,1.483957386,-0.302732008,-0.401758833,0.211994633,-0.096490136,0.618328771,0.56761502,-0.388659532,3,"high risk"
24.72,35.03,3.392898338,0.04358426,-0.398431873,0.548792652,-0.058296334,-0.122536492,-0.690733621,-1.095442897,3,"high risk"
26.72,35.03,-0.424983567,-0.340038317,-0.372667864,-0.277003041,-0.417635379,-0.20020785,0.035236749,-0.05190342,4,"medium risk"
27.22,35.03,-0.456484246,-0.358886608,-0.336179862,-0.594400943,-0.416426181,-0.18228369,-0.206753374,0.20025963,4,"medium risk"
27.72,35.03,-0.456484246,-0.361407645,-0.274793779,-0.713338115,-0.417642364,-0.331651687,-0.400345473,0.495892294,4,"medium risk"
28.22,35.03,-0.495685071,-0.389784421,-0.242794842,-0.722577662,-0.417456291,-0.373474726,-0.448743498,0.277420727,4,"medium risk"
28.72,35.03,-0.552664935,-0.404546645,-0.215218834,-0.631050297,-0.417578687,-0.899250073,-1.077917818,0.275057127,4,"medium risk"
29.22,35.03,-0.550125242,-0.401751073,-0.211202392,-0.722402539,-0.417601128,-0.845477594,-0.78752967,0.441265312,4,"medium risk"
29.72,35.03,-0.542082967,-0.393880094,-0.230899396,-0.834616457,-0.415755482,-0.475044963,-0.497141522,0.658090905,4,"medium risk"
30.22,35.03,-0.542082967,-0.388024602,-0.264899049,-0.889922747,-0.415535544,-0.391398885,-0.255151399,0.782146575,4,"medium risk"
30.72,35.03,-0.550125242,-0.388756886,-0.286821356,-0.925576255,-0.416242423,-0.373474726,-0.255151399,0.829380368,4,"medium risk"
31.22,35.03,-0.530256051,-0.391784168,-0.291520245,-0.957097166,-0.417559294,-0.313727527,0.035236749,0.939491264,4,"medium risk"
31.72,35.03,-0.424983567,-0.392476637,-0.293812625,-0.967796006,-0.41482442,-0.271904488,0.035236749,1.037111548,4,"medium risk"
32.22,35.03,0.572871917,-0.372918168,-0.285740814,-0.973179041,-0.378942847,0.486884934,0.519216996,0.679122282,3,"high risk"
34.22,35.03,0.635539194,-0.217676565,-0.309384031,-0.858367004,-0.387383578,0.988761402,1.003197242,0.313958911,3,"high risk"
34.72,35.03,-0.424983567,-0.321362246,-0.288179947,-1.043803546,-0.338668931,0.158275342,0.519216996,1.025760697,4,"medium risk"
35.22,35.03,-0.31737171,-0.345657121,-0.283720336,-1.076326245,-0.411295236,0.325567498,0.712809094,1.075741685,4,"medium risk"
35.72,35.03,0.635539194,-0.306568309,-0.20291249,-1.021609385,-0.417538165,1.203851317,1.099993292,-0.086913573,3,"high risk"
10.72,34.53,1.888884255,6.36752367,0.819864974,1.354613722,-0.417398479,0.421163015,0.56761502,-2.800850767,1,"high risk"
11.22,34.53,0.572871917,5.989290156,0.597439954,1.392999352,-0.417642364,0.480910214,0.56761502,-2.752730894,1,"high risk"
11.72,34.53,-0.424983567,4.820204338,0.003979281,1.629696261,-0.242700824,-0.18825841,-0.0615593,-2.496209101,1,"high risk"
12.22,34.53,-0.531809949,2.45280582,-0.343174052,1.952994559,-0.359436634,-0.684160158,-0.303549424,-2.054027144,1,"high risk"
12.72,34.53,-0.584931257,0.84531295,-0.455037726,1.619156159,-0.28163782,-0.779755676,-0.206753374,-0.803962553,4,"medium risk"
13.22,34.53,-0.589953781,0.171696875,-0.469664428,0.57217254,-0.248217674,-0.827553435,-0.497141522,-0.086283736,4,"medium risk"
13.72,34.53,-0.568729132,-0.095190277,-0.492441097,-0.273177808,-0.346290035,-0.869376474,-0.303549424,0.465793375,4,"medium risk"
14.22,34.53,-0.558731015,-0.14467238,-0.536244405,-0.301709823,-0.397990407,-0.964971992,-0.400345473,0.386852121,4,"medium risk"
14.72,34.53,-0.558731015,-0.156309175,-0.560597246,-0.197557747,-0.388733581,-1.01874447,-0.545539547,0.326389318,4,"medium risk"
15.22,34.53,-0.568729132,0.020432196,-0.582247916,0.144547373,-0.408206122,-1.03069391,-0.642335596,-0.060326548,4,"medium risk"
15.72,34.53,-0.589953781,-0.084559837,-0.570535754,-0.178083823,-0.408755466,-1.078491669,-0.690733621,0.208590418,4,"medium risk"
16.22,34.53,-0.612724742,-0.304517174,-0.578246166,-0.51579441,-0.394903493,-1.245783825,-1.368305967,0.516234651,4,"medium risk"
16.72,34.53,-0.631355558,-0.383327778,-0.567015354,-0.635808293,-0.413904588,-1.335404623,-1.513500041,0.573104136,4,"medium risk"
17.22,34.53,-0.646310043,-0.396673929,-0.54018179,-0.632759695,-0.378514027,-1.221884946,-1.416703991,0.548536239,4,"medium risk"
17.72,34.53,-0.657986667,-0.403961929,-0.529845772,-0.604717067,-0.416601468,-1.162137747,-1.368305967,0.557844878,4,"medium risk"
18.22,34.53,-0.657735449,-0.408761993,-0.545729475,-0.571977419,-0.417642364,-1.209935506,-1.416703991,0.532904963,4,"medium risk"
18.72,34.53,-0.650046275,-0.409093008,-0.566066197,-0.586658405,-0.417642364,-1.245783825,-1.561898065,0.494254882,4,"medium risk"
19.22,34.53,-0.64261168,-0.409204696,-0.560822113,-0.532746627,-0.417642364,-1.209935506,-1.561898065,0.51671548,4,"medium risk"
19.72,34.53,-0.63590975,-0.403821653,-0.536372769,-0.497791155,-0.417642364,-1.293581584,-1.513500041,0.453066733,4,"medium risk"
20.22,34.53,-0.631355558,-0.400507916,-0.517860521,-0.479076717,-0.417642364,-1.257733265,-1.465102016,0.380332466,4,"medium risk"
20.72,34.53,-0.629602064,-0.398363379,-0.476248452,-0.46699965,-0.416931511,-1.150188307,-1.368305967,0.443571393,4,"medium risk"
21.22,34.53,-0.620461281,-0.395132511,-0.44160007,-0.465975367,-0.417642364,-1.084466389,-1.319907942,0.400911323,4,"medium risk"
21.72,34.53,-0.610938243,-0.398130048,-0.409863307,-0.473704215,-0.417642364,-0.994845591,-1.077917818,0.371768791,4,"medium risk"
22.22,34.53,-0.593128629,-0.401327583,-0.391214593,-0.463458334,-0.417642364,-0.941073112,-1.077917818,0.345010375,4,"medium risk"
22.72,34.53,-0.552664935,-0.400976545,-0.400213907,-0.454180504,-0.417613053,-1.03666863,-1.271509917,0.254234972,4,"medium risk"
23.22,34.53,-0.497782171,-0.400605368,-0.395217478,-0.464819011,-0.417305491,-0.947047832,-1.126315843,0.220463914,4,"medium risk"
23.72,34.53,-0.456484246,-0.392636705,-0.381652445,-0.456044495,-0.416882324,-0.391398885,-0.351947448,0.32271423,4,"medium risk"
24.22,34.53,-0.424983567,-0.372559145,-0.365549303,-0.46651004,-0.347917537,-0.337626407,-0.303549424,0.275721289,4,"medium risk"
24.72,34.53,0.572871917,-0.38309954,-0.331036017,-0.546640189,-0.352691772,0.008907345,0.083634774,0.476096083,4,"medium risk"
25.22,34.53,0.515654007,-0.360194927,-0.318537261,-0.463933419,-0.378277474,0.182174221,0.422420946,0.650577053,3,"high risk"
25.72,34.53,-0.424983567,-0.328747583,-0.237535897,-0.430860733,-0.195673227,-0.134485931,-0.0615593,0.340636092,4,"medium risk"
26.22,34.53,-0.456484246,-0.391784168,-0.271659221,-0.544589535,-0.406707711,-0.463095524,-0.545539547,0.607012264,4,"medium risk"
26.72,34.53,-0.497782171,-0.395293273,-0.339857153,-0.578967475,-0.416487794,-0.415297765,-0.497141522,0.503095702,4,"medium risk"
27.22,34.53,-0.552664935,-0.386496146,-0.343969407,-0.639393064,-0.417642364,-0.457120804,-0.739131646,0.377377594,4,"medium risk"
27.72,34.53,-0.558731015,-0.394988647,-0.343456467,-0.687168382,-0.417642364,-0.469070243,-0.690733621,0.319152274,4,"medium risk"
28.22,34.53,-0.568729132,-0.396370692,-0.322964483,-0.681307301,-0.417642364,-0.809629275,-1.029519794,0.237677848,4,"medium risk"
28.72,34.53,-0.589953781,-0.395523479,-0.279859207,-0.704265242,-0.417642364,-0.881325914,-0.981121769,0.233601599,4,"medium risk"
29.22,34.53,-0.601217489,-0.395006702,-0.257436517,-0.758059348,-0.417642364,-0.887300633,-0.932723744,0.318124532,4,"medium risk"
29.72,34.53,-0.598379037,-0.394422565,-0.274940553,-0.81656456,-0.417642364,-0.827553435,-0.88432572,0.517891217,4,"medium risk"
30.22,34.53,-0.598379037,-0.393498501,-0.307826176,-0.855838368,-0.417567727,-0.809629275,-0.78752967,0.652232357,4,"medium risk"
30.72,34.53,-0.584931257,-0.393728128,-0.326430935,-0.881252771,-0.417547523,-0.737932637,-0.690733621,0.76370146,4,"medium risk"
31.22,34.53,-0.531809949,-0.391804885,-0.336243011,-0.912061422,-0.417642364,-0.397373605,-0.109957325,0.857869636,4,"medium risk"
31.72,34.53,-0.424983567,-0.389559655,-0.346513895,-0.935431049,-0.407433558,-0.307752807,-0.013161276,0.955028876,4,"medium risk"
32.22,34.53,0.635539194,-0.372957751,-0.349154357,-0.956299165,-0.09830896,0.355441097,0.422420946,0.337322143,3,"high risk"
32.72,34.53,2.473778614,-0.23904462,-0.316512079,-0.919218498,-0.197584692,-0.21215729,-0.835927695,-1.399833181,3,"high risk"
33.22,34.53,1.888884255,-0.123586844,-0.306350658,-0.90314555,-0.125246286,0.779646207,0.858003168,-0.182709039,3,"high risk"
33.72,34.53,0.635539194,-0.296367725,-0.291448541,-0.924208047,-0.05451572,1.018635001,1.003197242,0.26474489,3,"high risk"
34.22,34.53,-0.424983567,-0.355578773,-0.308364031,-0.969845046,-0.295205675,0.116452303,0.422420946,0.918557991,4,"medium risk"
34.72,34.53,-0.497782171,-0.359914027,-0.312846413,-0.986247019,-0.407918048,-0.122536492,0.277226872,1.009863126,4,"medium risk"
35.22,34.53,-0.398470496,-0.371459156,-0.297478121,-1.013353656,-0.417258659,0.122427022,0.56761502,1.0757977,4,"medium risk"
35.72,34.53,0.572871917,-0.310636899,-0.144890568,-0.669440062,-0.417628838,1.156053558,1.051595267,-0.1567815,3,"high risk"
10.22,34.03,0.959934366,2.687412882,0.682336143,1.276925274,-0.417642364,0.474935494,0.66441107,-2.770095485,1,"high risk"
